cpc;nace;weight
E05G;23.69;0.0168659
E05G;24.10;0.008965633333333334
E05G;24.20;0.008965633333333334
E05G;24.31;0.008965633333333334
E05G;24.32;0.008965633333333334
E05G;24.33;0.008965633333333334
E05G;24.34;0.008965633333333334
E05G;24.51;0.021522
E05G;24.52;0.021522
E05G;24.53;0.03690965
E05G;24.54;0.03690965
E05G;55.10;0.08425475
E05G;55.20;0.08425475
E05G;80.10;0.5131867
E05G;80.20;0.0221094
E05Y;23.11;0.01361758
E05Y;23.12;0.01361758
E05Y;23.13;0.01361758
E05Y;23.14;0.01361758
E05Y;23.19;0.01361758
E05Y;27.11;0.033705
E05Y;27.12;0.033705
E05Y;27.90;0.0837571
E05Y;28.11;0.0239649
E05Y;28.15;0.2789713
E05Y;28.94;0.0354884
E05Y;29.10;0.1731168
E05Y;29.20;0.0261896
E05Y;29.31;0.08290695
E05Y;29.32;0.08290695
E05Y;43.31;0.00535586
E05Y;43.32;0.00535586
E05Y;43.33;0.00535586
E05Y;43.34;0.00535586
E05Y;43.39;0.00535586
E05Y;56.30;0.0504208
E06B;16.29;0.156433
E06B;20.51;0.00793555
E06B;20.52;0.00793555
E06B;20.53;0.00793555
E06B;20.59;0.00793555
E06B;22.21;0.055962225
E06B;22.22;0.055962225
E06B;22.23;0.055962225
E06B;22.29;0.055962225
E06B;23.11;0.0778248
E06B;23.12;0.0778248
E06B;23.13;0.0778248
E06B;23.14;0.0778248
E06B;23.19;0.0778248
E06B;23.61;0.009855266666666666
E06B;23.62;0.009855266666666666
E06B;23.63;0.009855266666666666
E06B;23.64;0.009855266666666666
E06B;23.65;0.009855266666666666
E06B;23.69;0.009855266666666666
E06B;25.11;0.04369415
E06B;25.12;0.04369415
E06B;28.15;0.0278182
E06B;43.31;0.00490274
E06B;43.32;0.00490274
E06B;43.33;0.00490274
E06B;43.34;0.00490274
E06B;43.39;0.00490274
E06C;20.30;0.4413803
E06C;23.61;0.009144183333333333
E06C;23.62;0.009144183333333333
E06C;23.63;0.009144183333333333
E06C;23.64;0.009144183333333333
E06C;23.65;0.009144183333333333
E06C;23.69;0.009144183333333333
E06C;24.10;0.005211233333333333
E06C;24.20;0.005211233333333333
E06C;24.31;0.005211233333333333
E06C;24.32;0.005211233333333333
E06C;24.33;0.005211233333333333
E06C;24.34;0.005211233333333333
E06C;43.91;0.23624365
E06C;43.99;0.23624365
E21B;09.10;0.5172105
E21B;23.51;0.0637913
E21B;23.52;0.0637913
E21B;28.11;0.1542606
E21B;28.12;0.0392583
E21B;32.11;0.0262262
E21B;32.12;0.0262262
E21B;35.30;0.0363475
E21B;36.00;0.0728881
E21C;28.22;0.0305448
E21C;28.92;0.9694551
E21D;23.61;0.044434466666666665
E21D;23.62;0.044434466666666665
E21D;23.63;0.044434466666666665
E21D;23.64;0.044434466666666665
E21D;23.65;0.044434466666666665
E21D;23.69;0.044434466666666665
E21D;24.10;0.004853166666666666
E21D;24.20;0.004853166666666666
E21D;24.31;0.004853166666666666
E21D;24.32;0.004853166666666666
E21D;24.33;0.004853166666666666
E21D;24.34;0.004853166666666666
E21D;28.22;0.0736542
E21D;28.92;0.48249
E21D;42.11;0.020054199999999998
E21D;42.12;0.020054199999999998
E21D;42.13;0.020054199999999998
E21D;43.12;0.0439837
E21D;43.13;0.0439837
E21F;28.22;0.3562582
E21F;28.92;0.4107166
E21F;36.00;0.0503029
E21F;49.41;0.0913611
E21F;49.42;0.0913611
F01B;28.11;0.8928164
F01B;28.12;0.0233597
F01B;28.15;0.0838238
F01C;28.11;0.7945073
F01C;28.13;0.0227478
F01C;28.14;0.0227478
F01C;28.15;0.1599971
F01D;28.11;0.9348825
F01D;35.30;0.0651175
F01K;25.30;0.2349129
F01K;28.11;0.1728234
F01K;35.30;0.5922638
F01L;28.11;0.4448098
F01L;28.12;0.0231961
F01L;28.15;0.5319941
F01M;28.11;0.7159038
F01M;28.15;0.2840962
F01N;20.15;0.2309815
F01N;23.41;0.013085179999999998
F01N;23.42;0.013085179999999998
F01N;23.43;0.013085179999999998
F01N;23.44;0.013085179999999998
F01N;23.49;0.013085179999999998
F01N;26.51;0.0730184
F01N;28.11;0.3846028
F01N;28.91;0.1278966
F01N;29.10;0.0714391
F01N;30.91;0.0466359
F01P;28.11;0.3813579
F01P;28.15;0.0698312
F01P;28.25;0.0178882
F01P;28.29;0.0178882
F01P;29.10;0.1214841
F01P;29.31;0.02912805
F01P;29.32;0.02912805
F01P;30.12;0.025047
F01P;36.00;0.3082474
F02B;19.20;0.0228614
F02B;28.11;0.7888466
F02B;28.15;0.1637083
F02B;30.91;0.0245837
F02C;28.11;0.8465437
F02C;28.13;0.0127855
F02C;28.14;0.0127855
F02C;30.30;0.0815631
F02C;35.30;0.0463223
F02D;19.20;0.0234619
F02D;26.51;0.1678791
F02D;28.11;0.6986455
F02D;28.13;0.02209135
F02D;28.14;0.02209135
F02D;28.15;0.0446472
F02D;29.10;0.0211837
F02F;24.51;0.01398995
F02F;24.52;0.01398995
F02F;28.11;0.8568302
F02F;28.15;0.064924
F02F;28.25;0.0144001
F02F;28.29;0.0144001
F02F;36.00;0.0214657
F02G;28.11;0.9086817
F02G;28.15;0.0301538
F02G;28.25;0.01450385
F02G;28.29;0.01450385
F02G;35.30;0.0321569
F02K;28.11;0.3456424
F02K;28.25;0.01964645
F02K;28.29;0.01964645
F02K;30.30;0.5850064
F02K;74.30;0.01502915
F02K;74.90;0.01502915
F02M;19.20;0.0250816
F02M;28.11;0.6463137
F02M;28.13;0.16430235
F02M;28.14;0.16430235
F02N;26.11;0.0208913
F02N;26.12;0.0208913
F02N;26.51;0.029458
F02N;27.11;0.02021985
F02N;27.12;0.02021985
F02N;27.20;0.0689217
F02N;28.11;0.0762472
F02N;28.15;0.6755731
F02N;29.10;0.0675777
F02P;26.51;0.0458502
F02P;27.11;0.02690705
F02P;27.12;0.02690705
F02P;28.11;0.8180675
F02P;28.15;0.0822682
F03B;27.11;0.02490465
F03B;27.12;0.02490465
F03B;28.11;0.462334
F03B;28.12;0.0234656
F03B;30.11;0.025017
F03B;36.00;0.4393741
F03C;28.11;0.183312
F03C;28.12;0.8166881
F03D;27.11;0.03233915
F03D;27.12;0.03233915
F03D;28.11;0.9139014
F03D;28.15;0.0214203
F03G;27.11;0.02916535
F03G;27.12;0.02916535
F03G;28.11;0.3359503
F03G;28.15;0.1044093
F03G;28.25;0.0157161
F03G;28.29;0.0157161
F03G;35.11;0.0139018
F03G;35.12;0.0139018
F03G;35.13;0.0139018
F03G;35.14;0.0139018
F03G;35.30;0.2799909
F03G;36.00;0.1199587
F03G;50.10;0.0143207
F03H;26.11;0.0115473
F03H;26.12;0.0115473
F03H;30.30;0.9769055
F04B;09.10;0.050362
F04B;28.11;0.6448952
F04B;28.12;0.0826456
F04B;28.13;0.1110486
F04B;28.14;0.1110486
F04C;27.11;0.025211
F04C;27.12;0.025211
F04C;28.11;0.0779913
F04C;28.12;0.0342196
F04C;28.13;0.262066
F04C;28.14;0.262066
F04C;28.15;0.3132351
F04D;27.11;0.0831443
F04D;27.12;0.0831443
F04D;28.11;0.1569101
F04D;28.13;0.30843935
F04D;28.14;0.30843935
F04D;36.00;0.0599227
F04F;09.10;0.0303904
F04F;20.11;0.0342222
F04F;20.12;0.0342222
F04F;20.13;0.0342222
F04F;20.14;0.0342222
F04F;25.30;0.0280484
F04F;28.11;0.0659615
F04F;28.13;0.1373991
F04F;28.14;0.1373991
F04F;33.12;0.0253033
F04F;35.30;0.1397691
F04F;36.00;0.2641801
F04F;37.00;0.0346603
F05B;27.11;0.02791325
F05B;27.12;0.02791325
F05B;28.11;0.9043736
F05B;36.00;0.0397999
F05C;15.20;0.0353907
F05C;28.11;0.9646094
F05D;28.11;0.9310709
F05D;30.30;0.0327156
F05D;35.30;0.0362135
F15B;28.11;0.3590527
F15B;28.12;0.6409472
F15C;20.11;0.0217387
F15C;20.12;0.0217387
F15C;20.13;0.0217387
F15C;20.14;0.0217387
F15C;26.51;0.3601877
F15C;27.90;0.0269423
F15C;28.11;0.2399561
F15C;28.12;0.2016943
F15C;36.00;0.0842647
F15D;22.21;0.010131825
F15D;22.22;0.010131825
F15D;22.23;0.010131825
F15D;22.29;0.010131825
F15D;23.61;0.007859316666666666
F15D;23.62;0.007859316666666666
F15D;23.63;0.007859316666666666
F15D;23.64;0.007859316666666666
F15D;23.65;0.007859316666666666
F15D;23.69;0.007859316666666666
F15D;24.10;0.004314633333333333
F15D;24.20;0.004314633333333333
F15D;24.31;0.004314633333333333
F15D;24.32;0.004314633333333333
F15D;24.33;0.004314633333333333
F15D;24.34;0.004314633333333333
F15D;25.11;0.01474245
F15D;25.12;0.01474245
F15D;26.51;0.103794
F15D;28.11;0.0753976
F15D;28.13;0.014027
F15D;28.14;0.014027
F15D;28.25;0.013574
F15D;28.29;0.013574
F15D;30.30;0.2067881
F15D;33.13;0.0789094
F15D;35.30;0.0512504
F15D;36.00;0.2856025
F16B;20.51;0.0218641
F16B;20.52;0.0218641
F16B;20.53;0.0218641
F16B;20.59;0.0218641
F16B;22.21;0.0269764
F16B;22.22;0.0269764
F16B;22.23;0.0269764
F16B;22.29;0.0269764
F16B;23.61;0.038420050000000004
F16B;23.62;0.038420050000000004
F16B;23.63;0.038420050000000004
F16B;23.64;0.038420050000000004
F16B;23.65;0.038420050000000004
F16B;23.69;0.038420050000000004
F16B;24.10;0.013647649999999999
F16B;24.20;0.013647649999999999
F16B;24.31;0.013647649999999999
F16B;24.32;0.013647649999999999
F16B;24.33;0.013647649999999999
F16B;24.34;0.013647649999999999
F16B;25.50;0.048106
F16B;25.71;0.010261666666666667
F16B;25.72;0.010261666666666667
F16B;25.73;0.010261666666666667
F16B;25.91;0.01661242
F16B;25.92;0.01661242
F16B;25.93;0.01661242
F16B;25.94;0.01661242
F16B;25.99;0.01661242
F16B;29.10;0.0280822
F16B;31.01;0.07554915
F16B;31.02;0.07554915
F16B;31.03;0.07554915
F16B;31.09;0.07554915
F16C;24.10;0.021423866666666666
F16C;24.20;0.021423866666666666
F16C;24.31;0.021423866666666666
F16C;24.32;0.021423866666666666
F16C;24.33;0.021423866666666666
F16C;24.34;0.021423866666666666
F16C;28.11;0.0364026
F16C;28.15;0.7256216
F16C;28.94;0.1094326
F16D;15.20;0.0762216
F16D;28.11;0.0436849
F16D;28.15;0.8011667
F16D;29.10;0.0215213
F16D;29.31;0.0287027
F16D;29.32;0.0287027
F16F;22.19;0.1422134
F16F;28.11;0.4839681
F16F;28.15;0.2911534
F16F;29.10;0.0417122
F16F;29.31;0.0204765
F16F;29.32;0.0204765
F16G;13.91;0.0936516
F16G;22.19;0.6354512
F16G;24.10;0.005073316666666667
F16G;24.20;0.005073316666666667
F16G;24.31;0.005073316666666667
F16G;24.32;0.005073316666666667
F16G;24.33;0.005073316666666667
F16G;24.34;0.005073316666666667
F16G;28.15;0.1873196
F16G;28.22;0.0531377
F16H;28.15;1.0
F16J;25.91;0.011299140000000001
F16J;25.92;0.011299140000000001
F16J;25.93;0.011299140000000001
F16J;25.94;0.011299140000000001
F16J;25.99;0.011299140000000001
F16J;28.11;0.2788322
F16J;28.25;0.33233605
F16J;28.29;0.33233605
F16K;22.21;0.0062848
F16K;22.22;0.0062848
F16K;22.23;0.0062848
F16K;22.29;0.0062848
F16K;26.51;0.0310668
F16K;28.11;0.3576095
F16K;28.12;0.0291428
F16K;28.94;0.2241126
F16K;33.12;0.0677687
F16K;35.30;0.0508841
F16K;36.00;0.2142763
F16L;22.19;0.329725
F16L;22.21;0.11038595
F16L;22.22;0.11038595
F16L;22.23;0.11038595
F16L;22.29;0.11038595
F16L;23.61;0.009487500000000001
F16L;23.62;0.009487500000000001
F16L;23.63;0.009487500000000001
F16L;23.64;0.009487500000000001
F16L;23.65;0.009487500000000001
F16L;23.69;0.009487500000000001
F16L;24.10;0.00850015
F16L;24.20;0.00850015
F16L;24.31;0.00850015
F16L;24.32;0.00850015
F16L;24.33;0.00850015
F16L;24.34;0.00850015
F16L;28.25;0.03943365
F16L;28.29;0.03943365
F16L;36.00;0.0419379
F16M;26.20;0.0539488
F16M;26.40;0.156843
F16M;26.70;0.6488017
F16M;28.15;0.0456493
F16M;31.01;0.01668615
F16M;31.02;0.01668615
F16M;31.03;0.01668615
F16M;31.09;0.01668615
F16M;32.20;0.0280126
F16N;28.11;0.7911945
F16N;28.13;0.014576
F16N;28.14;0.014576
F16N;28.15;0.1117158
F16N;28.94;0.0327613
F16N;45.11;0.0175882
F16N;45.19;0.0175882
F16P;26.11;0.02213495
F16P;26.12;0.02213495
F16P;26.51;0.0313659
F16P;26.70;0.0250975
F16P;28.41;0.43558385
F16P;28.49;0.43558385
F16P;32.91;0.0140495
F16P;32.99;0.0140495
F16S;16.21;0.7688032
F16S;22.21;0.041148825
F16S;22.22;0.041148825
F16S;22.23;0.041148825
F16S;22.29;0.041148825
F16S;31.01;0.016650375
F16S;31.02;0.016650375
F16S;31.03;0.016650375
F16S;31.09;0.016650375
F16T;35.30;1.0
F17B;13.30;0.7775031
F17B;13.91;0.1823026
F17B;28.11;0.0401943
F17C;19.20;0.0407703
F17C;28.25;0.01084335
F17C;28.29;0.01084335
F17C;35.21;0.31251429999999997
F17C;35.22;0.31251429999999997
F17C;35.23;0.31251429999999997
F17D;06.20;0.021781
F17D;33.20;0.0111308
F17D;35.21;0.11886479999999999
F17D;35.22;0.11886479999999999
F17D;35.23;0.11886479999999999
F17D;36.00;0.1192082
F17D;42.21;0.0045459
F17D;42.22;0.0045459
F17D;49.50;0.4821939
F21H;23.41;0.05694596
F21H;23.42;0.05694596
F21H;23.43;0.05694596
F21H;23.44;0.05694596
F21H;23.49;0.05694596
F21H;27.11;0.0458881
F21H;27.12;0.0458881
F21H;27.40;0.0392457
F21H;32.91;0.2921241
F21H;32.99;0.2921241
F21K;23.11;0.01724562
F21K;23.12;0.01724562
F21K;23.13;0.01724562
F21K;23.14;0.01724562
F21K;23.19;0.01724562
F21K;26.11;0.03201935
F21K;26.12;0.03201935
F21K;26.70;0.1564389
F21K;27.33;0.2212792
F21K;27.40;0.4720151
F21L;27.20;0.0779803
F21L;27.40;0.9220198
F21S;23.11;0.00462286
F21S;23.12;0.00462286
F21S;23.13;0.00462286
F21S;23.14;0.00462286
F21S;23.19;0.00462286
F21S;26.70;0.4711843
F21S;27.33;0.0371576
F21S;27.40;0.4327875
F21S;29.10;0.0357563
F21V;26.70;0.0527215
F21V;27.33;0.0323637
F21V;27.40;0.9149148
F21W;26.70;0.1464995
F21W;27.40;0.8535005
F21Y;26.70;0.1337712
F21Y;27.20;0.0267407
F21Y;27.33;0.0482705
F21Y;27.40;0.7912176
F22B;25.30;0.6925491
F22B;35.30;0.2868101
F22B;36.00;0.0206408
F22D;25.30;0.4214882
F22D;35.30;0.4908175
F22D;36.00;0.0876943
F22G;25.30;0.2469261
F22G;35.30;0.7305669
F22G;36.00;0.0225069
F23B;16.24;0.0425655
F23B;28.21;0.9016457
F23B;35.30;0.0231382
F23B;84.12;0.0326507
F23C;28.21;0.8448266
F23C;28.25;0.0113374
F23C;28.29;0.0113374
F23C;35.21;0.03146416666666667
F23C;35.22;0.03146416666666667
F23C;35.23;0.03146416666666667
F23C;35.30;0.0381061
F23D;19.20;0.0309505
F23D;23.41;0.01464878
F23D;23.42;0.01464878
F23D;23.43;0.01464878
F23D;23.44;0.01464878
F23D;23.49;0.01464878
F23D;28.11;0.0569542
F23D;28.21;0.2652149
F23D;35.21;0.19121213333333334
F23D;35.22;0.19121213333333334
F23D;35.23;0.19121213333333334
F23G;28.21;0.8527976
F23G;35.30;0.07743
F23G;36.00;0.0272569
F23G;38.22;0.0267338
F23G;38.31;0.00789085
F23G;38.32;0.00789085
F23H;24.10;0.0036080166666666667
F23H;24.20;0.0036080166666666667
F23H;24.31;0.0036080166666666667
F23H;24.32;0.0036080166666666667
F23H;24.33;0.0036080166666666667
F23H;24.34;0.0036080166666666667
F23H;24.51;0.01755155
F23H;24.52;0.01755155
F23H;28.21;0.9120177
F23H;36.00;0.0312311
F23J;20.11;0.0071278
F23J;20.12;0.0071278
F23J;20.13;0.0071278
F23J;20.14;0.0071278
F23J;20.15;0.0644253
F23J;25.30;0.024123
F23J;28.21;0.6085959
F23J;28.25;0.01383345
F23J;28.29;0.01383345
F23J;35.30;0.1250582
F23J;36.00;0.1216195
F23K;16.24;0.0863549
F23K;28.11;0.0330658
F23K;28.21;0.5545249
F23K;28.22;0.0421011
F23K;28.93;0.0240027
F23K;35.21;0.022323966666666667
F23K;35.22;0.022323966666666667
F23K;35.23;0.022323966666666667
F23K;35.30;0.0812186
F23K;36.00;0.0377162
F23K;49.50;0.0740439
F23L;28.21;0.8635098
F23L;28.25;0.01611495
F23L;28.29;0.01611495
F23L;35.30;0.0684503
F23L;36.00;0.03581
F23M;23.20;0.0260006
F23M;23.41;0.008812480000000001
F23M;23.42;0.008812480000000001
F23M;23.43;0.008812480000000001
F23M;23.44;0.008812480000000001
F23M;23.49;0.008812480000000001
F23M;28.11;0.0264533
F23M;28.21;0.8001362
F23M;35.30;0.0427913
F23M;36.00;0.0605563
F23N;26.51;0.0873265
F23N;28.21;0.685774
F23N;35.21;0.0183327
F23N;35.22;0.0183327
F23N;35.23;0.0183327
F23N;35.30;0.1018021
F23N;36.00;0.0700993
F23Q;12.00;0.4280561
F23Q;19.20;0.0238774
F23Q;23.41;0.033051000000000004
F23Q;23.42;0.033051000000000004
F23Q;23.43;0.033051000000000004
F23Q;23.44;0.033051000000000004
F23Q;23.49;0.033051000000000004
F23Q;32.91;0.19140575
F23Q;32.99;0.19140575
F23R;28.11;0.9579058
F23R;35.21;0.0140314
F23R;35.22;0.0140314
F23R;35.23;0.0140314
F24B;16.24;0.1322214
F24B;16.29;0.0756414
F24B;23.11;0.0052411
F24B;23.12;0.0052411
F24B;23.13;0.0052411
F24B;23.14;0.0052411
F24B;23.19;0.0052411
F24B;24.51;0.01298945
F24B;24.52;0.01298945
F24B;27.51;0.3276249
F24B;27.52;0.3276249
F24B;28.21;0.0631663
F24B;28.25;0.0107683
F24B;28.29;0.0107683
F24C;23.11;0.005613
F24C;23.12;0.005613
F24C;23.13;0.005613
F24C;23.14;0.005613
F24C;23.19;0.005613
F24C;23.41;0.00591206
F24C;23.42;0.00591206
F24C;23.43;0.00591206
F24C;23.44;0.00591206
F24C;23.49;0.00591206
F24C;27.51;0.45680375
F24C;27.52;0.45680375
F24C;35.30;0.0287672
F24D;27.51;0.0223993
F24D;27.52;0.0223993
F24D;28.25;0.0129254
F24D;28.29;0.0129254
F24D;35.30;0.6009785
F24D;36.00;0.3283721
F24F;23.61;0.003806316666666667
F24F;23.62;0.003806316666666667
F24F;23.63;0.003806316666666667
F24F;23.64;0.003806316666666667
F24F;23.65;0.003806316666666667
F24F;23.69;0.003806316666666667
F24F;28.25;0.1649654
F24F;28.29;0.1649654
F24F;35.30;0.1698976
F24F;36.00;0.3621704
F24F;43.22;0.0231877
F24F;55.10;0.04598785
F24F;55.20;0.04598785
F24H;27.51;0.16159585
F24H;27.52;0.16159585
F24H;28.21;0.0577259
F24H;28.25;0.0148091
F24H;28.29;0.0148091
F24H;35.30;0.2386724
F24H;36.00;0.3507918
F24J;22.21;0.00966245
F24J;22.22;0.00966245
F24J;22.23;0.00966245
F24J;22.29;0.00966245
F24J;23.11;0.038059539999999996
F24J;23.12;0.038059539999999996
F24J;23.13;0.038059539999999996
F24J;23.14;0.038059539999999996
F24J;23.19;0.038059539999999996
F24J;23.61;0.00864625
F24J;23.62;0.00864625
F24J;23.63;0.00864625
F24J;23.64;0.00864625
F24J;23.65;0.00864625
F24J;23.69;0.00864625
F24J;27.51;0.0279286
F24J;27.52;0.0279286
F24J;28.21;0.0718752
F24J;28.25;0.0702686
F24J;28.29;0.0702686
F24J;35.30;0.1359944
F24J;36.00;0.2786819
F24J;43.22;0.0362292
F25B;27.51;0.25245095
F25B;27.52;0.25245095
F25B;28.25;0.18482845
F25B;28.29;0.18482845
F25B;35.30;0.0617701
F25B;36.00;0.063671
F25C;01.61;0.2068657
F25C;27.51;0.25952975
F25C;27.52;0.25952975
F25C;36.00;0.2740748
F25D;11.02;0.0113691
F25D;11.03;0.0113691
F25D;11.04;0.0113691
F25D;27.51;0.48294635
F25D;27.52;0.48294635
F25J;19.20;0.0553645
F25J;28.25;0.0623619
F25J;28.29;0.0623619
F25J;35.21;0.2733039333333333
F25J;35.22;0.2733039333333333
F25J;35.23;0.2733039333333333
F26B;10.73;0.0396226
F26B;13.30;0.0507122
F26B;13.91;0.0718732
F26B;16.21;0.0470157
F26B;16.24;0.0514244
F26B;17.11;0.0275828
F26B;17.12;0.0275828
F26B;20.30;0.0623989
F26B;28.13;0.0119114
F26B;28.14;0.0119114
F26B;28.21;0.0401117
F26B;28.22;0.2179323
F26B;28.25;0.01898575
F26B;28.29;0.01898575
F26B;35.30;0.1756789
F26B;36.00;0.1262701
F27B;23.51;0.0132746
F27B;23.52;0.0132746
F27B;28.21;0.9734507
F27D;24.10;0.005263416666666666
F27D;24.20;0.005263416666666666
F27D;24.31;0.005263416666666666
F27D;24.32;0.005263416666666666
F27D;24.33;0.005263416666666666
F27D;24.34;0.005263416666666666
F27D;28.21;0.9684195
F27M;19.10;0.0292872
F27M;23.41;0.00489282
F27M;23.42;0.00489282
F27M;23.43;0.00489282
F27M;23.44;0.00489282
F27M;23.49;0.00489282
F27M;24.10;0.0089344
F27M;24.20;0.0089344
F27M;24.31;0.0089344
F27M;24.32;0.0089344
F27M;24.33;0.0089344
F27M;24.34;0.0089344
F27M;28.21;0.8926424
F28B;28.25;0.0317942
F28B;28.29;0.0317942
F28B;35.30;0.8646181
F28B;36.00;0.0717935
F28C;28.25;0.16213705
F28C;28.29;0.16213705
F28C;35.30;0.2065468
F28C;36.00;0.3865097
F28C;43.22;0.0826695
F28D;28.25;0.4102653
F28D;28.29;0.4102653
F28D;35.30;0.0984983
F28D;36.00;0.0809712
F28F;22.21;0.00634255
F28F;22.22;0.00634255
F28F;22.23;0.00634255
F28F;22.29;0.00634255
F28F;28.25;0.4446372
F28F;28.29;0.4446372
F28F;35.30;0.0333836
F28F;36.00;0.0519719
F28G;25.30;0.4730956
F28G;28.25;0.04511465
F28G;28.29;0.04511465
F28G;35.30;0.3151663
F28G;36.00;0.1215089
F41A;25.40;1.0
F41B;25.40;0.4546933
F41B;28.11;0.0315432
F41B;32.40;0.5137634
F41C;25.40;1.0
F41F;25.40;0.9641422
F41F;30.30;0.0358578
F41G;25.40;1.0
F41H;25.40;0.0590355
F41H;30.40;0.9409645
F41J;22.19;0.0394129
F41J;23.31;0.26644035
F41J;23.32;0.26644035
F41J;25.40;0.3928
F41J;30.30;0.0349065
F42B;20.51;0.075945725
F42B;20.52;0.075945725
F42B;20.53;0.075945725
F42B;20.59;0.075945725
F42B;25.40;0.6962171
F42C;20.51;0.185511925
F42C;20.52;0.185511925
F42C;20.53;0.185511925
F42C;20.59;0.185511925
F42C;25.40;0.2579523
F42D;20.51;0.2337348
F42D;20.52;0.2337348
F42D;20.53;0.2337348
F42D;20.59;0.2337348
F42D;43.11;0.0650608
G01B;26.20;0.0489103
G01B;26.51;0.4027548
G01B;26.70;0.4670565
G01B;28.94;0.0471665
G01B;74.30;0.017056
G01B;74.90;0.017056
G01C;02.40;0.0033407
G01C;26.20;0.0745058
G01C;26.51;0.3500243
G01C;26.70;0.1381504
G01C;30.30;0.4339787
G01D;26.11;0.02542535
G01D;26.12;0.02542535
G01D;26.20;0.0309513
G01D;26.51;0.6340079
G01D;26.52;0.0489598
G01D;26.70;0.0876454
G01D;27.11;0.03175385
G01D;27.12;0.03175385
G01D;28.15;0.0840772
G01F;22.21;0.007572425
G01F;22.22;0.007572425
G01F;22.23;0.007572425
G01F;22.29;0.007572425
G01F;26.11;0.01604955
G01F;26.12;0.01604955
G01F;26.51;0.5035269
G01F;26.60;0.0693559
G01F;28.11;0.225553
G01F;36.00;0.1391754
G01G;23.61;0.005589166666666667
G01G;23.62;0.005589166666666667
G01G;23.63;0.005589166666666667
G01G;23.64;0.005589166666666667
G01G;23.65;0.005589166666666667
G01G;23.69;0.005589166666666667
G01G;25.71;0.008575366666666666
G01G;25.72;0.008575366666666666
G01G;25.73;0.008575366666666666
G01G;26.20;0.0564361
G01G;26.51;0.2166477
G01G;28.22;0.6121253
G01G;29.20;0.0250333
G01G;30.30;0.0304964
G01H;02.20;0.0579311
G01H;26.11;0.0158867
G01H;26.12;0.0158867
G01H;26.20;0.037651
G01H;26.40;0.3033745
G01H;26.51;0.0346001
G01H;26.60;0.3549159
G01H;26.70;0.0398317
G01H;27.31;0.0257899
G01H;28.11;0.0762461
G01H;30.30;0.0378863
G01J;26.20;0.0274514
G01J;26.51;0.4565854
G01J;26.70;0.5159632
G01K;23.41;0.012363
G01K;23.42;0.012363
G01K;23.43;0.012363
G01K;23.44;0.012363
G01K;23.49;0.012363
G01K;24.41;0.00654565
G01K;24.42;0.00654565
G01K;24.43;0.00654565
G01K;24.44;0.00654565
G01K;24.45;0.00654565
G01K;24.46;0.00654565
G01K;26.51;0.8989111
G01L;20.51;0.006946525
G01L;20.52;0.006946525
G01L;20.53;0.006946525
G01L;20.59;0.006946525
G01L;23.11;0.0299095
G01L;23.12;0.0299095
G01L;23.13;0.0299095
G01L;23.14;0.0299095
G01L;23.19;0.0299095
G01L;23.41;0.02465196
G01L;23.42;0.02465196
G01L;23.43;0.02465196
G01L;23.44;0.02465196
G01L;23.49;0.02465196
G01L;23.61;0.004768866666666666
G01L;23.62;0.004768866666666666
G01L;23.63;0.004768866666666666
G01L;23.64;0.004768866666666666
G01L;23.65;0.004768866666666666
G01L;23.69;0.004768866666666666
G01L;24.10;0.004401516666666667
G01L;24.20;0.004401516666666667
G01L;24.31;0.004401516666666667
G01L;24.32;0.004401516666666667
G01L;24.33;0.004401516666666667
G01L;24.34;0.004401516666666667
G01L;26.11;0.0342624
G01L;26.12;0.0342624
G01L;26.51;0.3447112
G01L;28.11;0.1619588
G01L;28.15;0.0428414
G01L;29.10;0.026348
G01M;26.20;0.0387341
G01M;26.51;0.1243237
G01M;26.70;0.1566179
G01M;28.11;0.1044393
G01M;28.13;0.0299627
G01M;28.14;0.0299627
G01M;28.15;0.089044
G01M;28.94;0.0502274
G01M;29.10;0.0867823
G01M;30.30;0.0466276
G01M;36.00;0.0324756
G01M;71.20;0.2108029
G01N;10.62;0.0349099
G01N;20.11;0.053246525
G01N;20.12;0.053246525
G01N;20.13;0.053246525
G01N;20.14;0.053246525
G01N;20.16;0.01457265
G01N;20.17;0.01457265
G01N;21.10;0.02625215
G01N;21.20;0.02625215
G01N;23.11;0.00906242
G01N;23.12;0.00906242
G01N;23.13;0.00906242
G01N;23.14;0.00906242
G01N;23.19;0.00906242
G01N;26.20;0.0399796
G01N;26.51;0.2031497
G01N;26.60;0.0775028
G01N;26.70;0.1876393
G01N;36.00;0.0856044
G01N;71.20;0.0312664
G01P;26.11;0.02202095
G01P;26.12;0.02202095
G01P;26.20;0.0360862
G01P;26.51;0.132461
G01P;26.52;0.044032
G01P;26.70;0.0354448
G01P;28.11;0.0268366
G01P;28.15;0.0934738
G01P;28.23;0.0286572
G01P;29.10;0.0807378
G01P;30.12;0.0334227
G01P;30.30;0.4088889
G01P;74.30;0.0179586
G01P;74.90;0.0179586
G01Q;26.70;1.0
G01R;26.11;0.03626855
G01R;26.12;0.03626855
G01R;26.20;0.027054
G01R;26.30;0.0228487
G01R;26.51;0.0824956
G01R;26.52;0.1758143
G01R;26.60;0.3788334
G01R;27.11;0.02057615
G01R;27.12;0.02057615
G01R;27.20;0.1653692
G01R;59.20;0.0338953
G01S;26.30;0.2824083
G01S;26.52;0.0236322
